OFFENCE_YEAR,DIVISION,TICKET_TYPE,OFFENCE_CATEGORY,AGE_GROUP,HOOD_158,NEIGHBOURHOOD_158,TICKET_COUNT,ObjectId
2019,D43,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,142,Woburn North,1,252
2017,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,70,South Riverdale,11,253
2017,D12,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,28,Rustic,1,254
2016,D42,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,130,Milliken,1,255
2020,D22,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,161,Humber Bay Shores,200,256
2019,D42,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,116,Steeles,356,257
2017,D33,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,53,Henry Farm,52,258
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,151,Yonge-Doris,316,259
2022,D55,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,66,Danforth,8,260
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,126,Dorset Park,549,261
2022,D42,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,NSA,NSA,1,262
2019,D42,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,145,Malvern West,246,263
2022,D14,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,84,Little Portugal,2,264
2019,D41,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,120,Clairlea-Birchmount,1,265
2018,D55,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,121,Oakridge,5,266
2015,D53,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,79,University,13,267
2018,D55,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,44,Flemingdon Park,35,268
2014,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,64,Woodbine Corridor,51,269
2014,D32,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,50,Newtonbrook East,409,270
2016,D12,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,NSA,NSA,6,271
2020,D22,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,9,Edenbridge-Humber Valley,3,272
2017,NSA,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,NSA,NSA,6,273
2015,D22,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,9,Edenbridge-Humber Valley,2,274
2021,D53,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,55,Thorncliffe Park,55,275
2018,D42,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,118,Tam O'Shanter-Sullivan,2,276
2015,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,NSA,NSA,1,277
2015,D11,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,171,Junction-Wallace Emerson,353,278
2017,D43,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,136,West Hill,58,279
2021,D14,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,172,Dovercourt Village,8,280
2018,D41,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,119,Wexford/Maryvale,850,281
2015,D13,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,94,Wychwood,26,282
2019,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,157,Bendale South,96,283
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,126,Dorset Park,1,284
2022,D42,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,146,Malvern East,32,285
2020,D14,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,163,Fort York-Liberty Village,67,286
2019,D43,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,123,Cliffcrest,6,287
2022,D11,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,NSA,NSA,6,288
2014,D11,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,87,High Park-Swansea,1,289
2022,D53,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,103,Lawrence Park South,12,290
2016,D53,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,56,Leaside-Bennington,28,291
2021,D11,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,85,South Parkdale,4,292
2016,D42,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,148,East L'Amoreaux,14,293
2014,D12,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,23,Pelmo Park-Humberlea,19,294
2017,D55,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,44,Flemingdon Park,4,295
2019,NSA,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,1,West Humber-Clairville,2,296
2021,D43,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,19,Long Branch,1,297
2020,D22,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,18,New Toronto,23,298
2015,D33,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,119,Wexford/Maryvale,13,299
2018,D55,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,63,The Beaches,11,300
2015,D42,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,145,Malvern West,181,301
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,138,Eglinton East,1,302
2017,D43,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,141,Golfdale-Cedarbrae-Woburn,11,303
2015,D14,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,165,Harbourfront-CityPlace,214,304
2018,D53,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,NSA,NSA,21,305
2022,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,149,Parkwoods-O'Connor Hills,1,306
2022,D13,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,32,Englemount-Lawrence,2,307
2015,D23,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,1,West Humber-Clairville,4,308
2015,D43,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,157,Bendale South,7,309
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,157,Bendale South,66,310
2021,D14,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,163,Fort York-Liberty Village,81,311
2018,D33,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,42,Banbury-Don Mills,59,312
2017,D42,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,NSA,NSA,11,313
2020,D42,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,156,Bendale-Glen Andrew,1,314
2019,D41,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,157,Bendale South,1,315
2018,D22,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,10,Princess-Rosethorn,5,316
2014,D53,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,167,Church-Wellesley,1,317
2017,D55,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,63,The Beaches,2,318
2021,D33,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,53,Henry Farm,4,319
2019,D13,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,39,Bedford Park-Nortown,1,320
2016,D31,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,24,Black Creek,1,321
2016,D41,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,NSA,NSA,206,322
2017,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,63,The Beaches,157,323
2020,D14,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,163,Fort York-Liberty Village,331,324
2022,D53,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,102,Forest Hill North,11,325
2019,D14,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,165,Harbourfront-CityPlace,71,326
2019,D32,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,38,Lansing-Westgate,32,327
2020,D43,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,NSA,NSA,8,328
2014,D12,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,91,Weston-Pelham Park,84,329
2018,D32,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Youth,NSA,NSA,2,330
2015,D31,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,155,Downsview,49,331
2016,D32,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,39,Bedford Park-Nortown,5,332
2021,D13,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,94,Wychwood,4,333
2017,D33,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,41,Bridle Path-Sunnybrook-York Mills,6,334
2015,D13,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,94,Wychwood,56,335
